key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-401777288,Plastic pollution on the Mediterranean coastline: Generating fit-for purpose data to support decision-making via a participatory-science initiative,2020,4,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,711,,,"Vlachogianni, Thomais and Skocir, Miha and Constantin, Pauline and Labbe, Celine and Orthodoxou, Demetra and Pesmatzoglou, Ioannis and Scannella, Danilo and Spika, Matea and Zissimopoulos, Vassilis and Scoullos, Michael",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2019.135058,Marine litter; Participatory science; Single-use plastics; Single-Use Plastics D; Mediterranean,,,""
rayyan-401777289,On single use plastic straws: Pre-ban findings on touristic beaches in Crete,2020,10,,MARINE POLLUTION BULLETIN,0025-326X,171,,,"Fanini, Lucia and Guittard, Alice",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2021.112790,Plastic straws; Beach litter; Tourism; Single use plastic; EU directive 2019; 904,,,""
rayyan-401777290,Challenges and opportunities for reduction of single use plastics in healthcare: A case study of single use infant formula bottles in two Irish maternity hospitals,2019,12,,RESOURCES CONSERVATION AND RECYCLING,0921-3449,151,,,"Leissner, Sonja and Ryan-Fogarty, Yvonne",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.resconrec.2019.104462,Single-use plastics; Food packaging; Sustainable healthcare; Waste management; Environmental mana...,,,""
rayyan-401777291,The poverty of plastics bans: Environmentalism's win is a loss for disabled people,2020,2,,CRITICAL SOCIAL POLICY,0261-0183,40,1,151-161,"Jenks, Andrew B. and Obringer, Kelsey M.",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",,"",10.1177/0261018319868362,ableism; disability; environmental justice; straw bans,,,""
rayyan-401777292,Psychological and demographic predictors of plastic bag consumption in transaction data,2020,12,,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,0272-4944,72,,,"Lavelle-Hill, Rosa and Goulding, James and Smith, Gavin and Clarke, David D. and Bibby, Peter A.",,English,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",,"",10.1016/j.jenvp.2020.101473,"",,,""
rayyan-401777293,Policies to reduce single-use plastic marine pollution in West Africa,2020,6,,MARINE POLICY,0308-597X,116,,,"Adam, Issahaku and Walker, Tony R. and Bezerra, Joana Carlos and Clayton, Andrea",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"",10.1016/j.marpol.2020.103928,Marine plastic pollution; Single-use plastics (SUPs); Plastic bags; Plastic bag bans; Plastic litter,,,""
rayyan-401777294,CEI seeks input on environmental impact of single-use plastics,2020,8,,CHEMICAL \& ENGINEERING NEWS,0009-2347,98,31,57,"Avery, Chris",,English,AMER CHEMICAL SOC,"1155 16TH ST, NW, WASHINGTON, DC 20036 USA",,"",,"",,,""
rayyan-401777295,The United States requires effective federal policy to reduce marine plastic pollution,2019,6,,CONSERVATION SCIENCE AND PRACTICE,,1,6,,"Iverson, Autumn R.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/csp2.45,fishing nets; gillnet; marine; plastic pollution; policy; single-use plastic; United States,,,""
rayyan-401777296,Economic and Environmental Impact of Single-use Plastics at a Large Ophthalmology Outpatient Service,2020,12,,JOURNAL OF GLAUCOMA,1057-0829,29,12,1179-1183,"Park, Elli A. and LaMattina, Kara C.",,English,LIPPINCOTT WILLIAMS \& WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA",,"",10.1097/IJG.0000000000001655,single-use plastics; tonometry; gonioscopy; environment; waste,,,""
rayyan-401777297,Shaping EU Plastic Policies: The Role of Public Health vs. Environmental Arguments,2019,10,,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,,16,20,,"Mederake, Linda and Knoblauch, Doris",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/ijerph16203928,plastics; plastic policies; plastic pollution; EU; case study research; qualitative content analy...,,,""
rayyan-401777299,Social norms and plastic avoidance: Testing the theory of normative social behaviour on an environmental behaviour,2020,11,,JOURNAL OF CONSUMER BEHAVIOUR,1472-0817,19,6,594-607,"Borg, Kim and Curtis, Jim and Lindsay, Jo",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/cb.1842,"",,,""
rayyan-401777300,Macroplastic distribution (Single-use plastics and some Fishing gear) from the northern to the southern Bulgarian Black Sea coast,2020,5,,REGIONAL STUDIES IN MARINE SCIENCE,2352-4855,37,,,"Simeonova, Anna and Chuturkova, Rozalina",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.rsma.2020.101329,Marine litter; Single-use plastics; Fishing gear; Pollution; Black Sea coast; Bulgaria,,,""
rayyan-401777301,"Monitoring and analysis of marine litter in Vodenjak cove on Iz Island, central Croatian Adriatic Sea",2020,9,,RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,2037-4631,31,3,905-912,"Mokos, Melita and Rokov, Tina and Cizmek, Ivana Zubak",,English,SPRINGER-VERLAG ITALIA SRL,"VIA DECEMBRIO, 28, MILAN, 20137, ITALY",,"",10.1007/s12210-020-00934-6,Marine litter; Adriatic Sea; Beach; Monitoring; Single-use plastics,,,""
rayyan-401777302,How small daily choices play a huge role in climate change: The disposable paper cup environmental bane,2020,5,,JOURNAL OF CLEANER PRODUCTION,0959-6526,255,,,"Foteinis, Spyros",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"",10.1016/j.jclepro.2020.120294,Single-use plastics (SUP); Plastic;macroplastic;and microplastic pollution; Environmental sustainability; SimaPro; Life cycle inventory and asses...,,,""
rayyan-401777303,"First marine litter survey on beaches in Solomon Islands and Vanuatu, South Pacific: Using OSPAR protocol to inform the development of national action plans to tackle land-based solid waste pollution",2020,12,,MARINE POLLUTION BULLETIN,0025-326X,161,,,"Binetti, U. and Silburn, B. and Russell, J. and van Hoytema, N. and Meakins, B. and Kohler, P. and Desender, M. and Preston-Whyte, F. and Fa'abasu, E. and Maniel, M. and Maes, T.",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2020.111827,Marine litter; OSPAR; Pacific; Vanuatu; Solomon Islands; Commonwealth Litter Programme,,,""
rayyan-401777304,Cellulose nanofiber reinforced starch membrane with high mechanical strength and durability in water,2020,6,,CARBOHYDRATE POLYMERS,0144-8617,238,,,"Soni, Raghav and Asoh, Taka-Aki and Uyama, Hiroshi",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"",10.1016/j.carbpol.2020.116203,TEMPO-oxidized cellulose nanofiber (TCNF); Modified starch; Water durability; Packaging membrane,,,""
rayyan-401777305,"Waste Plastic, the Challenge Facing Developing Countries-Ban It, Change It, Collect It?",2019,3,,RECYCLING,,4,1,,"Godfrey, Linda",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/recycling4010003,waste; plastic; marine litter; policy; biodegradable; leakage,,,""
rayyan-401777306,On replacing single-use plastic with so-called biodegradable ones: The case with straws,2020,4,,ENVIRONMENTAL SCIENCE \& POLICY,1462-9011,106,,177-181,"Viera, Joao S. C. and Marques, Monica R. C. and Nazareth, Monick Cruz and Jimenez, Paula Christine and Castro, Italo Braga",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"",10.1016/j.envsci.2020.02.007,Greenwashing; Biodegradable plastic; Polymer; False claims; Pollution,,,""
rayyan-401777307,Microplastic Pollution and Health and Relevance to the Malaysia's Roadmap to Zero Single-Use Plastics 2018-2030,2020,5,,MALAYSIAN JOURNAL OF MEDICAL SCIENCES,1394-195X,27,3,1-6,"Ma, Zheng Feei and Ibrahim, Yusof Shuaib and Lee, Yeong Yeh",,English,PENERBIT UNIV SAINS MALAYSIA,"PENERBIT UNIVERSITI SAINS MALAYSIA, PULAU PINANG, PINANG 11800, MALAYSIA",,"",10.21315/mjms2020.27.3.1,microplastics; plastics; health; Malaysia,,,""
rayyan-401777308,"Identification, Assignment, and Characterization of Low-Frequency Dynamics in Microplastic Pollutants - 2020 45TH INTERNATIONAL CONFERENCE ON INFRARED, MILLIMETER, AND TERAHERTZ WAVES (IRMMW-THZ)",2020,,,,2162-2027,,,,"Verhaeg, E. A. and Ruggiero, M. T.",,English,IEEE,"345 E 47TH ST, NEW YORK, NY 10017 USA",,"45th International Conference on Infrared, Millimeter, and Terahertz Waves (IRMMW-THz), ELECTR NETWORK, NOV 10-13, 2020",10.1109/IRMMW-THZ46771.2020.9370992,"",,,""
rayyan-401777309,Challenges and possible solutions to mitigate the problems of single-use plastics used for packaging food items: a review,2021,9,,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,0022-1155,58,9,3251-3269,"Dey, Ayan and Dhumal, Chanda Vilas and Sengupta, Priyanka and Kumar, Arushi and Pramanik, Nilay Kanti and Alam, Tanweer",,English,SPRINGER INDIA,"7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, 110 001, INDIA",,"",10.1007/s13197-020-04885-6,Single-use plastic; Pollution; Recycles; Biopolymers; Edible plastic; Roadmap,,,""
rayyan-401777310,Plastic bag bans: Lessons from the Australian Capital Territory,2020,3,,RESOURCES CONSERVATION AND RECYCLING,0921-3449,154,,,"Macintosh, Andrew and Simpson, Amelia and Neeman, Teresa and Dickson, Kirilly",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.resconrec.2019.104638,Plastic bags; Plastic pollution; Plastic bag bans; Effectiveness of bag bans,,,""
rayyan-401777311,Legal approaches to the problem of pollution of marine environment with plastic,2019,,,SCIENTIFIC JOURNALS OF THE MARITIME UNIVERSITY OF SZCZECIN-ZESZYTY NAUKOWE AKADEMII MORSKIEJ W SZCZECINIE,1733-8670,59,131,162-167,"Nyka, Maciej",,English,MARITIME UNIV SZCZECIN,"WALY CHROBREGO 1, SZCZECIN, 70-500, POLAND",,"",10.17402/364,marine environment protection; maritime law; plastic wastes; marine plastic littering; Single Use...,,,""
rayyan-401777312,TEMPO-Oxidized Cellulose Nanofibers: A Potential Bio-Based Superabsorbent for Diaper Production,2019,9,,NANOMATERIALS,,9,9,,"Patino-Maso, Josefina and Serra-Parareda, Ferran and Tarres, Quim and Mutje, Pere and Xavier Espinach, E. and Delgado-Aguilar, Marc",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/nano9091271,cellulose nanofibers; aerogels; superabsorbent; absorption properties; diapers; nanocellulose,,,""
rayyan-401777313,The English Plastic Bag Charge Changed Behavior and Increased Support for Other Charges to Reduce Plastic Waste,2019,2,,FRONTIERS IN PSYCHOLOGY,1664-1078,10,,,"Thomas, Gregory Owen and Sautkina, Elena and Poortinga, Wouter and Wolstenholme, Emily and Whitmarsh, Lorraine",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fpsyg.2019.00266,sustainability; behavior; attitudes; spillover; plastic; policy; bag charge,,,""
rayyan-401777314,POLICY INSTRUMENTS TO REDUCE CONSUMPTION OF EXPANDED POLYSTYRENE FOOD SERVICE WARE IN THE USA,2020,3,,DETRITUS,2611-4127,9,,11-26,"Wagner, Travis P.",,English,CISA PUBLISHER,"VIA BEATO PELLEGRINO, 23, PADOVA, 35137, ITALY",,"",10.31025/2611-4135/2020.13903,Plastic marine debris; Single-use plastics; Polystyrene; Recycling; Expanded polystyrene; Litter,,,""
rayyan-401777315,"Microplastic Pollution in China, an Invisible Threat Exacerbated by Food Delivery Services",2021,10,,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,0007-4861,107,4,778-785,"Liu, Jun and Zhang, Ting and Piche-Choquette, Sarah and Wang, Guofang and Li, Jun",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s00128-020-03018-1,Food delivery; Plastic containers; Microplastic pollution; Classification,,,""
rayyan-401777316,Dual-catalytic depolymerization of polyethylene terephthalate (PET),2020,2,,POLYMER CHEMISTRY,1759-9954,11,8,1450-1453,"Delle Chiaie, Kayla R. R. and McMahon, Fergus R. R. and Williams, Esme J. J. and Price, Matthew J. J. and Dove, Andrew P. P.",,English,ROYAL SOC CHEMISTRY,"THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND",,"",10.1039/c9py01920k,"",,,""
rayyan-401777317,Ethics and responsibilisation in agri-food governance: the single-use plastics debate and strategies to introduce reusable coffee cups in UK retail chains,2019,6,,AGRICULTURE AND HUMAN VALUES,0889-048X,36,2,301-312,"Maye, Damian and Kirwan, James and Brunori, Gianluca",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"Symposium on Ethics and Sustainable Agri-Food Governance / 27th Annual Congress of the European-Society-for-Rural-Sociology (ESRS), Krakow, POLAND, JUL 24-27, 2017",10.1007/s10460-019-09922-5,Ethics and agri-food governance; Food and drink waste; Single-use packaging; Reusable coffee cups...,,,""
rayyan-401777318,Life cycle assessment of carrier bags and development of a littering indicator,2019,10,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,685,,621-630,"Civancik-Uslu, Didem and Puig, Rita and Hauschild, Michael and Fullana-i-Palmer, Pere",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2019.05.372,Plastic bag; Paper bag; LCA; Marine littering; Single-use plastics; Littering impact,,,""
rayyan-401777319,Ocean plastic crisis-Mental models of plastic pollution from remote Indonesian coastal communities,2020,7,,PLOS ONE,1932-6203,15,7,,"Phelan, Anna (Anya) and Ross, Helen and Setianto, Novie Andri and Fielding, Kelly and Pradipta, Lengga",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",,"",10.1371/journal.pone.0236149,"",,,""
rayyan-401777320,Rethinking and optimising post-consumer packaging waste: A sentiment analysis of consumers' perceptions towards the introduction of a deposit refund scheme in Scotland,2020,12,,WASTE MANAGEMENT,0956-053X,118,,463-470,"Oke, Adekunle and Osobajo, Oluyomi and Obi, Lovelin and Omotayo, Temitope",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.wasman.2020.09.008,Deposit refund scheme; Sustainability; Sentiment analysis; Plastic waste,,,""
rayyan-401777321,Study of the mechanical behavior of gamma-irradiated single-use bag seals,2020,12,,FOOD PACKAGING AND SHELF LIFE,2214-2894,26,,,"Girard-Perier, Nina and Gaston, Fanny and Dupuy, Nathalie and Marque, Sylvain R. A. and Delaunay, Lucie and Dorey, Samuel",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.fpsl.2020.100582,Gamma irradiation; Polymers; Bag integrity; Seal tensile test; Ionizing radiations; Chemometrics,,,""
rayyan-401777322,Theory of planned behaviour: predicting tourists' pro-environmental intentions after a humpback whale encounter,2019,5,,JOURNAL OF SUSTAINABLE TOURISM,0966-9582,27,5,649-667,"Clark, Eleanor and Mulgrew, Kate and Kannis-Dymand, Lee and Schaffer, Vikki and Hoberg, Rosie",,English,CHANNEL VIEW PUBLICATIONS,"FRANKFURT LODGE, CLEVEDON HALL, VICTORIA ROAD, CLEVEDON, BS21 7HH, ENGLAND",,"",10.1080/09669582.2019.1603237,Theory of planned behaviour; moral norms; environmental identity; whales,,,""
rayyan-401777323,"Plastic bag use in South Africa: Perceptions, practices and potential intervention strategies",2019,2,,WASTE MANAGEMENT,0956-053X,84,,320-328,"O'Brien, Joshua and Thondhlana, Gladman",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.wasman.2018.11.051,Plastic bags; Practices; Willingness to pay; Pro-environmental behaviour; Interventions; South Af...,,,""
rayyan-401777324,Social Media and Democracy: Fostering Political Deliberation and Participation,2021,3,,WESTERN JOURNAL OF COMMUNICATION,1057-0314,85,2,147-167,"Jennings, Freddie J. and Suzuki, Valeria P. and Hubbard, Alexis",,English,"ROUTLEDGE JOURNALS, TAYLOR \& FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",,"",10.1080/10570314.2020.1728369,Deliberative Democracy; Environmental Protection; Information Efficacy; Political Participation; ...,,,""
rayyan-401777325,The rise and demise of plastic shopping bags in Chile - Broad and informal coalition supporting ban as a first step to reduce single-use plastics,2020,4,,OCEAN \& COASTAL MANAGEMENT,0964-5691,187,,,"Amenabar Cristi, Maria and Holzapfel, Camila and Nehls, Medina and De Veer, Diamela and Gonzalez, Camila and Holtmann, Geraldine and Honorato-Zimmer, Daniela and Kiessling, Tim and Leyton Munoz, Ailin and Narvaez Reyes, Soledad and Nunez, Paloma and Miguel Sepulveda, Jose and Vasquez, Nelson and Thiel, Martin",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"",10.1016/j.ocecoaman.2019.105079,Marine litter; Willingness to engage; Socio-economic factors; Pro-environmental behavior; Waste m...,,,""
rayyan-401777326,"Tiny, shiny, and colorful microplastics: Are regular glitters a significant source of microplastics?",2019,9,,MARINE POLLUTION BULLETIN,0025-326X,146,,678-682,"Yurtsever, Meral",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.marpolbul.2019.07.009,Glitter; Single-use; Stealth microplastic; Nanoplastic; Evidence,,,""
rayyan-401777327,Catalytic upcycling of high-density polyethylene via a processive mechanism,2020,11,,NATURE CATALYSIS,2520-1158,3,11,893-901,"Tennakoon, Akalanka and Wu, Xun and Paterson, Alexander L. and Patnaik, Smita and Pei, Yuchen and LaPointe, Anne M. and Ammal, Salai C. and Hackler, Ryan A. and Heyden, Andreas and Slowing, Igor I. and Coates, Geoffrey W. and Delferro, Massimiliano and Peters, Baron and Huang, Wenyu and Sadow, Aaron D. and Perras, Frederic A.",,English,NATURE RESEARCH,"HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY",,"",10.1038/s41929-020-00519-4,"",,,""
rayyan-401777328,Current influence of China's ban on plastic waste imports,2019,5,,WASTE DISPOSAL \& SUSTAINABLE ENERGY,2524-7980,1,1,67-78,"Wang, Wanli and Themelis, Nickolas J. and Sun, Kai and Bourtsalas, Athanasios C. and Huang, Qunxing and Zhang, Yunhe and Wu, Zhaohui",,English,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND",,"",10.1007/s42768-019-00005-z,Waste plastics; China; Ban; Import; Pyrolysis,,,""
rayyan-401777329,Massive Open Online Education for Environmental Activism: The Worldwide Problem of Marine Litter,2019,5,,SUSTAINABILITY,,11,10,,"Tabuenca, Bernardo and Kalz, Marco and Lohr, Ansje",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/su11102860,action-based learning; digital media; environmental perspective; leadership development; MOOC; so...,,,""
rayyan-401777330,Solving the Plastics Problem: Moving the US from Recycling to Reduction,2021,3,,SOCIETY \& NATURAL RESOURCES,0894-1920,34,3,393-402,"Sicotte, Diane M. and Seamon, Jessica L.",,English,TAYLOR \& FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA",,"",10.1080/08941920.2020.1801922,Environmental policy; plastic waste; recycling; waste management; waste reduction,,,""
rayyan-401777331,Consumers' awareness of plastic packaging: More than just environmental concerns,2020,11,,RESOURCES CONSERVATION AND RECYCLING,0921-3449,162,,,"Rhein, Sebastian and Schmid, Marc",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.resconrec.2020.105063,Consumer awareness; Plastic packaging; Plastic waste; Qualitative approach; Sustainable consumption,,,""
